run,Episode Length,loss,exploration,Returns,mean wip,monthly mean throughput,Agent releases,PSP length,EA %,TA %,TI %
31,5002,0.0,1.0,-24.229695531764918,3.363547313741088,3.774,49.67266775777414,358,7.631160572337042,92.36883942766295,0.0
32,5002,0.0,1.0,-18.889837071741344,2.477742067386929,3.828,50.81833060556464,308,10.031347962382444,89.18495297805643,0.6269592476489028
33,5002,0.0,1.0,-20.126826919257617,2.3135086582121818,3.636,48.28150572831424,342,5.6105610561056105,94.22442244224423,0.16501650165016502
34,5002,0.0,1.0,-22.61337806747533,2.513350764222575,3.7920000000000003,50.08183306055647,370,6.962025316455696,93.0379746835443,0.0
35,5002,0.0,1.0,-25.236087254155432,2.364040713196205,3.63,47.46317512274959,394,8.59504132231405,91.40495867768595,0.0
36,5002,0.0,1.0,-21.58258517266421,2.7194241072912027,3.8579999999999997,50.736497545008184,338,11.19751166407465,88.18040435458786,0.46656298600311047
37,5002,0.0,1.0,-22.101861205166074,2.2130551768479463,3.5940000000000003,47.299509001636665,356,9.348914858096828,90.65108514190318,0.0
38,5002,0.0,1.0,-22.454812657331146,2.4376872320404126,3.7560000000000002,50.0,361,8.945686900958465,90.41533546325878,0.6389776357827476
39,5002,0.0,1.0,-15.56852622048939,2.4704676553466616,3.774,49.83633387888707,271,16.216216216216218,83.30683624801271,0.47694753577106513
40,5002,3.5699368263840676,0.9502724919124217,-22.074709410172442,2.287947431270402,3.6540000000000004,47.87234042553192,380,6.403940886699508,93.59605911330048,0.0
41,5002,0.9517930636339476,0.949091167438354,-22.96258767206812,2.6954794282096666,3.75,49.09983633387889,368,8.64,91.2,0.0
42,5002,0.00022376688023559836,0.9479113192872778,-21.416787797174024,2.145219966196431,3.504,46.64484451718494,335,5.650684931506849,94.34931506849315,0.0
43,5002,0.0001694343461423614,0.946732945614205,-26.438888301430605,2.3940891999706895,3.7439999999999998,49.345335515548285,388,7.211538461538461,92.78846153846155,0.0
44,5002,8.281695942723673e-05,0.9455560445764531,-19.998355808912,2.7694636449152394,3.8160000000000003,50.40916530278232,340,8.647798742138365,91.19496855345912,0.15723270440251574
45,5002,0.31780150950805275,0.944380614333643,-23.45491777816855,2.2311378216136775,3.618,48.199672667757774,349,5.472636815920398,94.5273631840796,0.0
46,5002,0.00010862031112355907,0.9432066530476947,-19.216371491666653,2.8032596080025045,3.864,50.81833060556464,354,11.801242236024844,87.4223602484472,0.6211180124223602
47,5002,0.47046688832949185,0.9420341588828258,-22.641050482599535,2.4516021357778466,3.6540000000000004,49.09983633387889,351,9.35960591133005,90.311986863711,0.3284072249589491
48,5002,0.00013531220742370352,0.940863130005548,-18.994419784875262,2.2636789624849385,3.7800000000000002,50.08183306055647,300,7.142857142857142,92.53968253968254,0.15873015873015872
49,5002,6.553849263227676e-05,0.9396935645846645,-20.979395358908025,2.95123626012728,3.9000000000000004,51.47299509001637,312,5.230769230769231,93.84615384615384,0.7692307692307693
50,5002,4.181821814954674e-05,0.9385254607912668,-16.90251732898909,2.7043984528121228,3.894,51.882160392798696,283,8.936825885978427,90.75500770416025,0.30816640986132515
51,5002,9.917762189138557e-05,0.9373588167987319,-21.39278410825753,2.4421492269438314,3.774,49.67266775777414,326,6.359300476947535,93.48171701112878,0.1589825119236884
52,5002,6.067305889901036e-05,0.9361936307827199,-22.647815706595413,2.5555067403670777,3.666,48.28150572831424,346,13.747954173486088,86.2520458265139,0.0
53,5002,0.00010618707520097814,0.9350299009211707,-16.306605098398812,2.6402953571611203,3.8220000000000005,50.90016366612111,264,6.279434850863422,93.56357927786499,0.15698587127158556
54,5002,0.00020212156950587997,0.9338676253943009,-21.351607100076315,2.6525101459731326,3.7800000000000002,50.0,353,7.936507936507936,91.9047619047619,0.15873015873015872
55,5002,1.3840573016782582,0.932706802384602,-23.086180582001816,2.3381964817653187,3.726,49.345335515548285,338,6.602254428341385,92.5925925925926,0.644122383252818
56,5002,0.0001318898103250831,0.9315474300768362,-22.52032628087017,2.847060441955756,3.87,51.227495908346974,336,7.906976744186046,91.93798449612403,0.15503875968992248
